Year,Month,Day,Pig Manure (kg),Kitchen Food Waste (kg),Chicken Litter (kg),Cassava (kg),Bagasse Feed (kg),Energy Grass (kg),Banana Shafts (kg),Alcohol Waste (kg),Municipal Residue (kg),Fish Waste (kg),Water (L),Diesel (L),Electricity Use (kWh),Temperature (C),Humidity (%),Rainfall (mm),C/N Ratio,Digester Temp (C),biogas_production
2010,1,19,38.70491122,20.86653945,0.075150598,26.72155091,21.41127257,9.86278316,11.69942718,7.347093845,9.797046676,4.476526327,99.92230471,2.296305329,32.0704738,30.21704164,81.19350736,0.695467549,18.72952068,35.09854511,90.83258
2010,1,19,24.0546098,25.156152,10.44262088,24.53071874,4.390281153,4.5445299,5.444282741,5.75268487,7.12883223,9.116670907,85.99875129,2.191571842,17.92830137,33.83351983,63.27276929,6.272529892,21.98994254,32.89471987,78.007164
2010,1,20,53.19894607,19.30004085,10.42506509,21.5763032,11.22831272,10.41434883,9.261413186,2.440666137,22.47369118,5.181296366,90.39766855,1.94715837,12.88192259,30.70270377,83.6855634,4.586364494,23.28080298,34.53426127,106.536224
2010,1,20,15.61917774,17.34995591,16.13327016,19.74529876,19.8581904,9.470550093,1.897016263,8.596857553,20.34588763,7.113715987,94.62364675,3.118225104,3.230421628,32.40356811,101.8776099,1.173831998,21.23593411,37.03037012,82.35509
2010,1,21,13.20385924,13.83147695,10.77071057,9.271996663,12.54374972,11.97340524,10.06408457,9.513081049,9.459312836,4.678727778,82.05956036,1.208118955,23.73351677,31.47520036,71.11862426,1.178879583,28.49975639,37.14743822,60.54453
2010,1,21,38.96058161,24.10443017,15.50961729,19.83498345,10.80372617,8.658916377,7.603603698,7.429777892,14.48441847,6.482649372,102.124894,1.357199427,4.148042363,28.70270771,72.14065487,4.398072364,20.30521554,36.79047329,95.34771
2010,1,21,33.70714288,13.6368283,20.88365312,28.50159719,19.91018011,12.99370215,5.867320406,7.650290921,12.53458944,7.750738201,102.340344,1.786421308,17.79667022,28.4787326,67.78079726,1.418861301,24.96337717,35.9112223,95.832565
2010,1,22,4.513614076,9.633431532,11.55691037,27.63176043,11.12056798,10.68014378,8.880394462,6.06182858,8.960065818,4.036774608,109.2518763,3.476911155,11.21795865,26.42795589,79.30390491,1.742432039,25.48032208,35.76194891,57.68874
2010,1,22,39.77960261,18.1736966,5.364515509,22.15122188,13.73403817,8.068023033,8.830768519,6.16461798,4.395012962,3.599342258,108.1145862,1.631218851,22.4140094,30.09138177,90.22925975,5.232733719,27.77931089,37.65866758,82.21715
2010,1,22,19.12431482,26.55422023,10.15891167,35.37509584,7.119984312,1.351741587,9.703477578,5.382096155,6.634833899,4.079434537,92.60123867,0.264964925,38.77414999,23.95565831,62.96645676,7.665296715,24.03063947,37.5884192,74.67641
2010,1,23,32.70500614,23.49290424,11.59561417,12.22429619,8.386917545,8.591052513,4.488670197,4.121520997,10.3084731,7.25541177,62.56356002,2.109316942,44.7589107,27.44472482,64.83411873,22.91777538,24.30574449,35.69126616,78.012375
2010,1,23,29.33169039,28.21242906,26.71286928,13.85969313,2.774822338,11.09484653,9.8743697,6.746316944,17.03802397,5.013275525,110.8169728,2.65265905,8.876287335,35.1398094,77.50730013,7.614339801,21.86593941,32.56145282,97.39258
2010,1,23,10.08824327,6.006925511,10.40872818,7.723631426,6.853333889,7.668113191,6.174138284,5.802373319,6.651631604,3.613471388,158.0911083,1.425978633,32.53037732,27.1178941,70.96982655,1.479755367,18.26129656,37.57851788,50.26931
2010,1,24,28.54395454,16.23498284,11.64214247,17.25308919,22.96885804,17.05346375,9.871693893,3.626358051,13.65454538,5.477661591,105.017656,0.825067571,38.6594176,29.88562721,75.53848232,5.954870202,30.66215371,32.90767931,85.680145
2010,1,24,12.96226362,2.595180683,16.41858118,8.645660079,17.97711735,4.016787447,4.602569952,1.362503739,10.49158967,10.03102603,90.45297305,2.774170177,32.9778039,30.3738121,66.35294011,0.085434672,24.85292087,36.3957301,57.769695
2010,1,24,46.74143979,14.65944371,12.06953118,15.66683889,16.49300898,10.42515998,7.59204906,4.588694949,10.44973854,7.003744183,98.21235287,1.868918871,24.62705005,25.38638526,52.61438243,1.415400999,22.2303773,37.89782841,89.44037
2010,1,25,15.78668229,11.81107578,20.60049385,22.57795423,20.38391643,13.86468194,12.57133669,2.387042001,6.293344337,5.263229169,104.4530291,2.272623119,30.50289388,27.37170056,99.77201236,3.391985118,23.45049233,31.65932697,74.858536
2010,1,25,26.84661932,20.98214384,9.778569284,30.40277398,17.8526184,9.849891103,10.88134734,2.369005261,15.84430764,3.569268409,72.70481986,1.183510725,19.5356727,28.58429041,67.98872512,2.697835545,27.08524869,35.793864,86.33208
2010,1,26,28.51730431,3.42811637,5.904774954,19.07678348,13.06577062,2.389449616,8.258917362,4.575879817,17.53317572,5.281084223,108.6756121,0.268970926,21.14331986,29.55070617,80.82061906,4.378273366,27.09704983,32.82707833,68.93559
2010,1,26,33.13045168,15.22956984,17.45190786,24.32103013,21.09796479,4.695468008,4.548697716,5.043960966,20.79661072,5.414357931,94.05760931,2.587233076,22.17499254,28.28037387,71.29341861,1.954704721,21.16601204,31.04531018,93.44464
2010,1,26,23.03794621,11.12169789,9.919747832,29.42866309,19.8878609,14.91689419,7.298738552,8.755683645,17.64101532,4.459885195,116.776799,3.443932294,15.09083275,26.29380827,57.47302985,1.17534082,21.98823699,36.64104008,82.573685
2010,1,27,22.44695798,12.90299394,8.003801675,17.21371746,16.87615781,4.338322202,8.135809687,5.021675017,5.980342166,5.846753612,81.54329321,2.340329951,28.63171319,28.78797174,68.38119792,1.380849195,22.61673924,36.99921573,63.396
2010,1,27,16.46562527,21.36316716,16.65657904,10.20073135,17.02047208,5.725891876,2.544334314,7.701798074,13.35592116,5.401483941,120.4951687,0.897647033,37.05106875,26.32998311,59.12401887,6.331194872,23.13144794,35.67013516,71.33508
2010,1,27,19.31584794,15.61674394,9.258993396,29.1216947,19.82709689,6.146976855,3.670625885,5.435948741,8.3161026,3.275544787,144.1769829,3.326139628,43.43231763,31.24003202,73.71016422,14.23079573,25.54966229,33.4783682,75.51687
2010,1,28,23.969857,28.26521156,11.96519234,30.02993514,21.79590227,20.04678292,10.70187882,7.857478681,6.508330876,3.231713266,44.41976602,2.159128042,21.91205821,25.42667999,62.64348775,1.283441615,20.75900694,38.22464839,89.931335
2010,1,28,28.77623518,26.66116071,12.01163223,11.81093451,7.279219758,7.837433074,5.950254103,6.665059602,12.27639316,4.192647321,40.59084298,3.019989526,21.41451767,34.53698259,72.78350074,0.655327725,27.77021665,40.53990833,79.51973
2010,1,28,16.916897,13.18949113,12.65512565,22.23511028,10.09276073,8.775184325,10.98178346,3.26324579,4.141441061,6.190243539,60.37943728,1.006434178,18.29548257,34.43265106,84.50349236,2.736210527,28.93601023,39.00763809,65.64019
2010,1,29,24.32033332,15.37473496,13.75345627,23.54252802,8.389362811,13.35281603,4.514241446,5.209044881,4.654670066,5.570624729,66.43627654,2.109192728,6.155216919,26.86915153,74.21444926,2.420713074,25.57451444,36.44539919,69.4908
2010,1,29,31.90904408,18.91763968,11.36222563,23.79222395,18.94911265,12.71397277,8.344977125,5.705199747,12.09707208,9.432660561,147.8668625,2.67573597,31.00560148,27.24599227,61.57467487,2.23940433,22.55291638,33.24180621,91.97728
2010,1,30,15.09940521,19.45409507,4.470092217,17.69632584,13.85682663,6.186935854,5.637489379,5.757215222,12.88234769,2.375335309,137.9241472,2.749716581,27.30926856,26.62790179,71.34438447,1.122129335,19.97854029,34.96080122,64.50863
2010,1,30,31.89987485,25.55813013,28.25275192,24.48089517,19.91892619,6.757709262,4.225130865,4.427878966,10.18457781,3.627940103,109.3395834,0.692518226,23.51695463,28.54036869,64.6285586,2.399643912,26.92522966,34.32716439,99.72229
2010,1,30,31.49539775,20.09427753,10.78211064,28.78194231,10.06577986,13.8506209,10.1490839,2.96316039,5.348895035,2.692656105,75.88497404,2.265260518,17.55186691,27.37636652,83.53327435,9.940114079,25.33986435,34.15101024,80.85832
2010,1,31,40.06979584,11.9600745,13.43126155,31.12733005,19.67727919,14.27805974,10.82295811,9.894946833,16.0633909,4.383849817,114.4510725,1.702625833,32.26759284,28.97165937,65.02380234,6.929837096,25.23826248,32.49634793,101.01842
2010,1,31,23.75649309,16.29813047,14.87588611,35.21608405,7.656038094,7.357737237,8.023254697,4.835275612,15.69213938,7.561646509,91.99755678,1.46236756,28.80957431,28.31739127,79.74883793,8.13645452,29.60434413,35.54834754,83.747086
2010,1,31,36.63793704,14.50634022,16.10682823,14.51404739,10.17900885,3.863254094,7.5040029,6.630198676,6.889715794,5.746525794,124.8577861,1.104948672,22.22873861,32.68038689,64.37724212,2.059771712,26.31806823,38.11369556,81.37005
2010,2,1,16.33236367,16.20292424,16.64531446,23.62853861,16.40178476,9.244850239,8.860182695,4.020389689,19.35008242,8.210407515,92.78081963,1.225673561,19.69116667,35.75529917,77.90164687,2.099872209,23.59560032,37.78069245,83.588646
2010,2,1,43.87580746,20.03926998,10.97396498,19.05488742,11.22588687,12.62532042,13.07689228,4.760839391,6.9445036,10.66409093,122.6387496,3.083972118,20.59478921,27.48518431,79.84627179,2.143194855,28.24253022,32.42011994,94.17766
2010,2,1,19.58780601,13.69706406,11.9108176,8.624896374,19.7844766,7.902274334,8.435905724,3.272267175,5.379451372,7.406045025,71.16762237,1.869832121,19.86960515,26.39906825,70.98808888,12.94308201,28.43032753,34.07748928,61.817356
2010,2,2,24.35528902,34.21805068,10.47559694,9.535036807,4.327827981,7.362630099,10.63677825,3.664492379,11.41771508,9.907511303,102.239706,3.163065091,0.243223103,27.14317059,77.25617816,1.434648693,23.5492908,35.21860561,80.04445
2010,2,2,20.65466542,11.52511365,12.0746192,24.55876482,12.8818669,16.21779418,5.059444404,3.180650533,3.098942001,8.080123886,45.18331728,2.212799109,5.730784498,31.29873439,74.20904135,1.233587174,25.14583809,35.74941832,67.90028
2010,2,2,27.37861672,19.30158281,19.43078823,6.76872591,28.86281657,5.102818897,12.41575841,2.616123906,9.600111315,5.076559125,65.75138816,1.138683934,17.80246162,30.750791,80.81189604,3.311515963,23.91201226,36.08604304,82.09181
2010,2,3,14.58819703,0.11150366,13.65139265,19.92132555,3.566901748,4.592891133,11.04679936,4.484525463,6.421290162,6.988138719,125.0184378,3.13015554,17.11176279,32.41776294,72.43382527,0.583877079,26.73257641,32.93047866,57.4225
2010,2,3,41.31381197,27.59167431,8.818928637,5.883032933,25.46152577,5.07483731,6.747237848,2.574615467,12.38863116,4.791417621,93.98106678,2.53609933,13.29870921,26.02864562,59.23364317,4.011733003,24.26551527,37.6299995,90.02167
2010,2,4,1.108269468,5.768185911,10.32641269,12.66540317,12.22369223,8.490238167,13.38329114,4.388714481,8.94902975,10.46434226,122.1085825,2.027847346,12.76166513,35.39043375,93.05225691,0.472201456,24.32297888,34.80392778,55.66689
2010,2,4,14.16231258,18.4500407,14.11227599,28.45371188,5.155725894,14.94748988,1.878564588,7.136859069,5.536280494,7.359340831,117.026768,0.947144122,42.72477008,34.81849637,62.71994769,3.167498364,21.27640986,37.4290823,74.5592
2010,2,4,16.42952656,11.81812765,14.49383809,14.17756476,24.506688,5.277147189,2.502974275,4.083938706,2.093009523,5.915462008,140.6018418,3.854574402,36.07803769,27.86305766,82.88105314,2.188074892,25.05330493,38.45279062,65.223236
2010,2,5,34.65302499,8.338833495,17.31674179,21.77042941,14.45232144,12.03000317,6.95676524,2.594148888,14.74330384,7.480011501,105.3393956,2.103385187,34.00157602,27.26108223,68.47362354,1.241736518,23.78674482,36.32679812,85.209236
2010,2,5,36.60104516,10.01521903,2.344178431,12.0023526,20.96110517,6.285757441,11.39020365,3.262602773,7.516828869,5.42786215,63.76890999,4.124095393,30.85770304,30.17822474,71.97403647,0.435311598,25.59096168,35.10934203,71.897804
2010,2,5,36.09731002,38.11069634,9.839732605,20.09009394,15.37699776,8.284477984,9.903297082,1.546130921,7.419774806,5.288683151,89.07782515,2.783040896,13.6050103,28.54559932,75.03828141,0.221554461,24.02822813,33.36554475,95.703064
2010,2,6,21.26212155,21.06786183,25.02998311,9.467977227,2.279306154,17.06861803,3.032665361,4.255348963,18.0688352,7.343597608,98.2688951,2.502166935,34.7846559,26.22707213,67.02641724,2.816053559,27.58629945,35.74675811,79.52823
2010,2,6,20.00250654,12.68874552,9.0340465,27.5639505,10.57740739,7.188882756,6.123214619,7.375249518,5.383883608,3.516369408,170.7525222,2.84875685,39.10156847,38.55529356,84.52484268,3.384058332,25.91264645,35.44502268,75.20476
2010,2,6,31.67989976,20.49938,10.58161827,23.3474594,13.90651662,10.80303326,6.540780002,4.998751542,9.52060718,5.755051429,24.91339248,3.195646946,34.8285814,29.43626006,71.6533407,5.768896119,25.74282427,33.7196959,80.895996
2010,2,7,20.78428549,4.151877349,5.672363399,12.3431627,14.97529925,10.54393527,3.959250456,4.950556699,17.40548089,9.723372499,147.8756348,1.918476881,25.2870328,28.21254677,82.97139357,2.117558598,27.95707343,36.09548891,65.35989
2010,2,7,15.10372833,24.98766233,11.89691464,18.82848567,17.06702915,9.534528878,5.104552598,5.576311597,11.77353679,7.908746085,83.56288106,1.286691624,23.55491905,33.1510723,66.97447773,28.27182154,27.06766509,39.08749098,76.69101
2010,2,7,13.33102011,19.07936114,5.908350671,11.04036198,15.11225931,8.188555033,10.92753206,3.133130451,10.06935533,5.258621872,82.70965706,3.161367214,17.29600509,32.57527135,83.75543757,1.877537638,24.1876113,35.41141954,61.772625
2010,2,8,39.82220399,20.00315885,5.489423542,29.83288668,15.19625469,3.503847218,1.086718474,7.508439613,19.21240972,5.028234585,68.67497039,2.324963374,12.1235535,30.2857952,77.17632004,12.97007904,24.45026212,36.73161913,93.55667
2010,2,8,27.39597422,19.20452116,10.85384239,21.32104278,20.29018948,4.107505849,6.823882754,6.198472267,15.26056608,1.558394688,128.5403709,1.217176717,37.649822,29.95620882,85.42627036,1.672326569,24.24755179,36.02382698,83.66878
2010,2,9,20.50943143,23.20863568,13.17938728,19.03724681,20.13798813,9.836584003,9.095608841,4.043881484,5.844850317,6.246180247,100.7886993,2.136121462,27.14960823,29.80093741,69.26773425,1.358156352,27.15208556,37.23501684,77.04576
2010,2,9,16.09535506,3.271420718,8.81554272,24.55056575,6.733568178,15.92063444,12.0204667,5.074899424,4.345039683,10.66534995,47.00221278,0.847119075,19.79326727,27.8053361,86.01877961,0.824413973,24.12754846,39.44671475,59.443367
2010,2,9,29.39001703,14.47689066,9.307163467,30.76018346,19.77389288,3.904064299,10.41909238,5.052898151,12.36179002,7.583927536,125.1266709,1.006718148,29.5560511,35.07494784,91.22500331,2.670432646,26.37309817,35.3767967,89.15625
2010,2,10,11.99161417,24.79840394,9.724238313,34.96168014,19.7985144,9.129980808,8.192075737,4.046052634,10.63624494,6.275515776,133.2747987,3.214935545,29.87917925,37.01807869,74.18528441,5.558908031,26.70216131,35.53766377,85.602234
